EstablishmentID,InspectionID,Zip,TypeDescription,Latitude,Longitude,Inspection,Score
72741,1190457,40291,FOOD SERVICE,38.1292000,-85.5751000,2016-05-04,98
72741,1235608,40291,FOOD SERVICE,38.1292000,-85.5751000,2016-10-17,98
72775,1192068,40243,FOOD SERVICE,38.2446000,-85.5241000,2016-05-10,100
72775,1248077,40243,FOOD SERVICE,38.2446000,-85.5241000,2016-12-02,98
72776,1226269,40245,FOOD SERVICE,38.2402000,-85.4942000,2016-09-12,98
72776,1257053,40245,FOOD SERVICE,38.2402000,-85.4942000,2017-01-10,100
72891,1234367,40207,FOOD SERVICE,38.2581000,-85.6391000,2016-10-11,100
72894,1204097,40241,FOOD SERVICE,38.3024000,-85.5454000,2016-06-20,97
72894,1249688,40241,FOOD SERVICE,38.3024000,-85.5454000,2016-12-07,97
72900,1237067,40202,FOOD SERVICE,38.2518000,-85.7579000,2016-10-20,95
72901,1180928,40245,FOOD SERVICE,38.2401000,-85.4943000,2016-03-22,91
72901,1232080,40245,FOOD SERVICE,38.2401000,-85.4943000,2016-10-03,92
72902,1189786,40241,FOOD SERVICE,38.2962000,-85.5609000,2016-05-02,97
72902,1243553,40241,FOOD SERVICE,38.2962000,-85.5609000,2016-11-15,99
72904,1181510,40202,FOOD SERVICE,38.2517000,-85.7577000,2016-03-22,96
72904,1234808,40202,FOOD SERVICE,38.2517000,-85.7577000,2016-10-12,82
72904,1236547,40202,FOOD SERVICE,38.2517000,-85.7577000,2016-10-19,100
72909,1183449,40241,FOOD SERVICE,38.2948000,-85.5584000,2016-04-04,82
72909,1185650,40241,FOOD SERVICE,38.2948000,-85.5584000,2016-04-12,98
72909,1240678,40241,FOOD SERVICE,38.2948000,-85.5584000,2016-11-02,98
73000,1222397,40299,FOOD SERVICE,38.2172000,-85.5423000,2016-08-26,99
73000,1256287,40299,FOOD SERVICE,38.2172000,-85.5423000,2017-01-06,100
73002,1234588,40272,CATERERS,38.1212019,-85.8242140,2016-10-11,100
73149,1260175,40206,SUPERMARKET WITH PROCESSING,38.2550000,-85.7125000,2017-01-24,92
73155,1217754,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1993000,-85.6675000,2016-08-10,99
73155,1217755,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1993000,-85.6675000,2016-08-10,100
73155,1257649,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1993000,-85.6675000,2017-01-11,98
73155,1257650,40218,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1993000,-85.6675000,2017-01-11,98
73235,1257830,40229,SUPERMARKET WITH PROCESSING,38.0850000,-85.6703000,2017-01-12,100
73396,1235588,40299,FOOD SERVICE,38.2061000,-85.5779000,2016-10-17,100
73397,1179513,40272,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.0868000,-85.8815000,2016-03-16,100
73397,1231724,40272,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.0868000,-85.8815000,2016-09-30,100
73433,1246882,40215,SUPERMARKET WITH PROCESSING,38.1755000,-85.7830000,2016-11-29,98
73595,1207239,40213,FOOD SERVICE,38.1551000,-85.7121000,2016-06-30,90
73595,1255133,40213,FOOD SERVICE,38.1551000,-85.7121000,2017-01-03,91
73598,1198220,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-05-20,95
73598,1244638,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-11-17,97
73599,1198215,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-05-20,96
73599,1244639,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-11-17,100
73600,1175218,40272,FOOD SERVICE,38.1064000,-85.8640000,2016-02-26,100
73600,1223097,40272,FOOD SERVICE,38.1064000,-85.8640000,2016-08-30,100
73600,1267555,40272,FOOD SERVICE,38.1064000,-85.8640000,2017-02-22,100
73644,1198217,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-05-20,100
73644,1244637,40202,FOOD SERVICE,38.2532000,-85.7547000,2016-11-17,100
73647,1205096,40203,FOOD SERVICE,38.2403000,-85.7557000,2016-06-24,96
73647,1255450,40203,FOOD SERVICE,38.2403000,-85.7557000,2017-01-04,97
73723,1264003,40299,MOBILE RESTRICTED CONCESSION,38.2105000,-85.5867000,2017-02-07,100
73985,1205646,40241,FOOD SERVICE,38.3015000,-85.5454000,2016-06-27,95
73985,1248352,40241,FOOD SERVICE,38.3015000,-85.5454000,2016-12-05,96
73987,1185360,40214,FOOD SERVICE,38.1466310,-85.7750600,2016-04-11,100
73987,1238909,40214,FOOD SERVICE,38.1466310,-85.7750600,2016-10-28,100
73993,1207634,40208,FOOD SERVICE,38.2196000,-85.7775000,2016-07-05,100
73996,1176990,40208,FOOD SERVICE,38.2050000,-85.7634000,2016-03-04,98
73996,1187250,40208,FOOD SERVICE,38.2050000,-85.7634000,2016-04-19,100
74005,1210683,40218,FOOD SERVICE,38.2033000,-85.6415000,2016-07-05,94
74005,1210883,40218,FOOD SERVICE,38.2033000,-85.6415000,2016-07-13,100
74005,1231938,40218,FOOD SERVICE,38.2033000,-85.6415000,2016-10-03,97
74006,1178708,40207,FOOD SERVICE,38.2517000,-85.6549000,2016-03-11,100
74006,1235580,40207,FOOD SERVICE,38.2517000,-85.6549000,2016-10-17,97
74011,1210985,40291,FOOD SERVICE,38.1666000,-85.6033000,2016-07-18,92
74011,1255132,40291,FOOD SERVICE,38.1666000,-85.6033000,2017-01-03,94
74081,1250942,40202,SUPERMARKET WITH PROCESSING,38.2453000,-85.7515000,2016-12-13,98
74152,1201142,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2250840,-85.5696210,2016-06-13,100
74152,1201143,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2250840,-85.5696210,2016-06-13,100
74152,1255352,40223,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2250840,-85.5696210,2017-01-04,100
74257,1211020,40215,SUPERMARKET WITH PROCESSING,38.1821000,-85.7841000,2016-07-18,96
74258,1185361,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-04-11,91
74258,1185362,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-04-11,94
74258,1187836,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-04-21,91
74258,1187837,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-04-21,100
74258,1244514,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-11-17,96
74258,1244515,40214,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1492000,-85.7765000,2016-11-17,99
74259,1231939,40220,FOOD SERVICE,38.2152000,-85.5952000,2016-10-03,100
74260,1182058,40216,FOOD SERVICE,38.1958000,-85.8414000,2016-03-29,100
74260,1231985,40216,FOOD SERVICE,38.1958000,-85.8414000,2016-10-03,98
74263,1198225,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-05-20,97
74263,1244362,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-11-10,96
74265,1198226,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-05-20,100
74265,1244363,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-11-10,100
74363,1211541,40214,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1289000,-85.7790000,2016-07-19,98
74363,1211542,40214,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1289000,-85.7790000,2016-07-19,98
74363,1259930,40214,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1289000,-85.7790000,2017-01-23,98
74363,1259931,40214,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1289000,-85.7790000,2017-01-23,98
74391,1177624,40220,FOOD SERVICE,38.2206000,-85.6273000,2016-03-08,100
74391,1241306,40220,FOOD SERVICE,38.2206000,-85.6273000,2016-11-03,99
74408,1227852,40243,FOOD SERVICE,38.2458000,-85.5413000,2016-09-16,96
74409,1230271,40207,FOOD SERVICE,38.2479000,-85.6234000,2016-09-27,96
74650,1217126,40245,MOBILE RESTRICTED CONCESSION,38.2566000,-85.4403000,2016-08-09,100
74656,1218599,40222,FOOD SERVICE,38.2463000,-85.5806000,2016-08-12,97
74656,1265868,40222,FOOD SERVICE,38.2463000,-85.5806000,2017-02-14,100
74670,1229925,40207,FOOD SERVICE,38.2581000,-85.6391000,2016-09-26,96
74670,1262509,40207,FOOD SERVICE,38.2581000,-85.6391000,2017-02-01,99
74842,1178453,40223,FOOD SERVICE,38.2717000,-85.5696000,2016-03-10,86
74842,1180300,40223,FOOD SERVICE,38.2717000,-85.5696000,2016-03-18,100
74842,1234380,40223,FOOD SERVICE,38.2717000,-85.5696000,2016-10-11,93
74912,1186743,40208,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2108000,-85.7790000,2016-04-05,92
74912,1190630,40208,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2108000,-85.7790000,2016-05-03,100
74912,1255820,40208,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2108000,-85.7790000,2017-01-05,80
74912,1259993,40208,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2108000,-85.7790000,2017-01-23,94
74913,1239529,40215,SUPERMARKET WITH PROCESSING,38.1814000,-85.7841000,2016-11-01,98
75115,1206778,40202,FOOD SERVICE,38.2560000,-85.7545000,2016-06-30,100
75115,1252437,40202,FOOD SERVICE,38.2560000,-85.7545000,2016-12-19,98
75119,1223175,40213,FOOD SERVICE,38.1556000,-85.7128000,2016-08-17,100
75119,1264674,40213,FOOD SERVICE,38.1556000,-85.7128000,2017-02-07,100
75121,1188570,40218,FOOD SERVICE,38.2013000,-85.6639000,2016-04-26,100
75121,1241918,40218,FOOD SERVICE,38.2013000,-85.6639000,2016-11-04,99
75196,1213467,40202,FOOD SERVICE,38.2547000,-85.7465000,2016-07-25,98
75196,1249402,40202,FOOD SERVICE,38.2547000,-85.7465000,2016-12-07,96
75203,1198223,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-05-20,96
75203,1243203,40208,FOOD SERVICE,38.2042000,-85.7718000,2016-11-10,98
75206,1207598,40207,FOOD SERVICE,38.2525000,-85.6590000,2016-07-05,90
75206,1259741,40207,FOOD SERVICE,38.2525000,-85.6590000,2017-01-23,92
75213,1253758,40220,SUPERMARKET WITH PROCESSING,38.2162000,-85.5831000,2016-12-20,100
75222,1179216,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2541000,-85.6547000,2016-03-15,98
75222,1179217,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2541000,-85.6547000,2016-03-15,98
75222,1258718,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2541000,-85.6547000,2017-01-18,99
75222,1258719,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2541000,-85.6547000,2017-01-18,100
75536,1216621,40212,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2703000,-85.8054000,2016-08-05,98
75536,1216622,40212,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2703000,-85.8054000,2016-08-05,98
75536,1257561,40212,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2703000,-85.8054000,2017-01-11,96
75536,1257562,40212,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2703000,-85.8054000,2017-01-11,96
75540,1237040,40223,RETAIL WITH LIMITED SERVICE,38.2543000,-85.5287000,2016-10-20,100
75548,1188646,40243,FOOD SERVICE,38.2457000,-85.5228000,2016-04-26,98
75548,1246484,40243,FOOD SERVICE,38.2457000,-85.5228000,2016-11-28,100
75549,1180303,40258,FOOD SERVICE,38.1451000,-85.8713000,2016-03-21,93
75549,1183195,40258,FOOD SERVICE,38.1451000,-85.8713000,2016-04-04,100
75549,1244117,40258,FOOD SERVICE,38.1451000,-85.8713000,2016-11-16,95
75553,1207303,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2497000,-85.5310000,2016-07-01,100
75553,1246485,40243,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2497000,-85.5310000,2016-11-28,100
75555,1216039,40204,CATERERS,38.2400000,-85.7304000,2016-08-03,100
75555,1254971,40204,CATERERS,38.2400000,-85.7304000,2016-12-30,97
75560,1210753,40202,FOOD SERVICE,38.2570000,-85.7618000,2016-06-27,97
75560,1254861,40202,FOOD SERVICE,38.2570000,-85.7618000,2016-12-29,98
75561,1183417,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-04-04,97
75561,1183418,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-04-04,95
75561,1185652,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-04-12,97
75561,1185653,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-04-12,100
75561,1223061,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-08-30,96
75561,1223062,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-08-30,94
75561,1252137,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-12-16,97
75561,1252138,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1888000,-85.5190000,2016-12-16,100
75562,1195022,40291,FOOD SERVICE,38.1554000,-85.5891000,2016-05-19,96
75562,1241333,40291,FOOD SERVICE,38.1554000,-85.5891000,2016-11-03,95
75564,1175585,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2510000,-85.6459000,2016-02-29,98
75564,1229926,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2510000,-85.6459000,2016-09-26,99
75564,1265346,40207,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2510000,-85.6459000,2017-02-10,99
75566,1223973,40220,FOOD SERVICE,38.2205000,-85.5825000,2016-09-01,100
75566,1263474,40220,FOOD SERVICE,38.2205000,-85.5825000,2017-02-06,98
75567,1228876,40299,FOOD SERVICE,38.2070000,-85.5796000,2016-09-21,99
75568,1210752,40202,FOOD SERVICE,38.2570000,-85.7617000,2016-06-27,97
75568,1254862,40202,FOOD SERVICE,38.2570000,-85.7617000,2016-12-29,100
75574,1206049,40219,RETAIL BAKERY,38.1728309,-85.7102916,2016-06-28,97
75782,1255197,40245,SUPERMARKET WITH PROCESSING,38.2465000,-85.5224000,2017-01-03,100
75788,1247945,40202,SUPERMARKET WITH PROCESSING,38.2569000,-85.7560000,2016-12-01,98
75789,1186568,40205,SUPERMARKET WITH PROCESSING,38.2248000,-85.6949000,2016-04-06,100
75789,1262577,40205,SUPERMARKET WITH PROCESSING,38.2248000,-85.6949000,2017-02-01,100
75791,1182275,40203,FOOD SERVICE,38.2569000,-85.7560000,2016-03-30,97
75793,1212360,40218,FOOD SERVICE,38.1995000,-85.6600000,2016-07-21,95
75793,1253071,40218,FOOD SERVICE,38.1995000,-85.6600000,2016-12-20,94
75798,1200041,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.3369000,-85.6224000,2016-06-07,100
75798,1245691,40059,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.3369000,-85.6224000,2016-11-22,99
75801,1209035,40205,FOOD SERVICE,38.2150000,-85.6748000,2016-07-08,96
75801,1250869,40205,FOOD SERVICE,38.2150000,-85.6748000,2016-12-13,92
75804,1199597,40241,FOOD SERVICE,38.2885000,-85.5743000,2016-06-06,100
75804,1242883,40241,FOOD SERVICE,38.2885000,-85.5743000,2016-11-10,100
75806,1233138,40207,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.2479000,-85.6234000,2016-09-29,98
75807,1199598,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2885000,-85.5743000,2016-06-06,97
75807,1199599,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2885000,-85.5743000,2016-06-06,98
75807,1242884,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2885000,-85.5743000,2016-11-10,96
75807,1242885,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.2885000,-85.5743000,2016-11-10,94
76130,1211506,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2589000,-85.5172000,2016-07-19,100
76130,1254172,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2589000,-85.5172000,2016-12-27,98
76208,1241329,40215,PRE-PACKAGED RETAIL,38.1862000,-85.7844000,2016-11-03,95
76218,1188574,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1806000,-85.6270000,2016-04-26,100
76218,1231958,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1806000,-85.6270000,2016-10-03,94
76218,1233955,40218,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1806000,-85.6270000,2016-10-10,100
76226,1215665,40202,FOOD SERVICE,38.2569000,-85.7560000,2016-08-03,96
76226,1260737,40202,FOOD SERVICE,38.2569000,-85.7560000,2017-01-25,94
76227,1183419,40299,FOOD SERVICE,38.1888000,-85.5190000,2016-04-04,99
76227,1223063,40299,FOOD SERVICE,38.1888000,-85.5190000,2016-08-30,93
76227,1224437,40299,FOOD SERVICE,38.1888000,-85.5190000,2016-09-06,100
76227,1252139,40299,FOOD SERVICE,38.1888000,-85.5190000,2016-12-16,100
76228,1217867,40207,FOOD SERVICE,38.2479000,-85.6234000,2016-08-03,100
76228,1261715,40207,FOOD SERVICE,38.2479000,-85.6234000,2017-01-30,99
76229,1233468,40299,FOOD SERVICE,38.2210000,-85.5354000,2016-10-07,99
76230,1193754,40229,FOOD SERVICE,38.0946000,-85.6708000,2016-05-11,93
76230,1247603,40229,FOOD SERVICE,38.0946000,-85.6708000,2016-11-30,100
76249,1245355,40205,SUPERMARKET WITH PROCESSING,38.2316000,-85.7074000,2016-11-21,99
76252,1188660,40202,FOOD SERVICE,38.2557000,-85.7456000,2016-04-21,99
76252,1225105,40202,FOOD SERVICE,38.2557000,-85.7456000,2016-08-29,98
76253,1188640,40202,FOOD SERVICE,38.2557000,-85.7456000,2016-04-21,100
76253,1225114,40202,FOOD SERVICE,38.2557000,-85.7456000,2016-08-29,99
76380,1226270,40243,FOOD SERVICE,38.2939000,-85.6724000,2016-09-12,100
76380,1265040,40243,FOOD SERVICE,38.2939000,-85.6724000,2017-02-09,97
76383,1198716,40218,FOOD SERVICE,38.2057000,-85.6662000,2016-06-02,97
76383,1236860,40218,FOOD SERVICE,38.2057000,-85.6662000,2016-10-20,94
76383,1238578,40218,FOOD SERVICE,38.2057000,-85.6662000,2016-10-26,100
76383,1266940,40218,FOOD SERVICE,38.2057000,-85.6662000,2017-02-20,93
76384,1178478,40299,FOOD SERVICE,38.1513000,-85.5499000,2016-03-10,96
76384,1222293,40299,FOOD SERVICE,38.1513000,-85.5499000,2016-08-26,99
76384,1260624,40299,FOOD SERVICE,38.1513000,-85.5499000,2017-01-25,100
76472,1188903,40241,FOOD SERVICE,38.3128000,-85.5682000,2016-04-27,97
76472,1245268,40241,FOOD SERVICE,38.3128000,-85.5682000,2016-11-21,96
76473,1250444,40204,MOBILE RESTRICTED CONCESSION,38.2348000,-85.7178000,2016-12-08,92
76473,1252493,40204,MOBILE RESTRICTED CONCESSION,38.2348000,-85.7178000,2016-12-16,100
76476,1219502,40219,FOOD SERVICE,38.1415000,-85.6708000,2016-08-10,100
76476,1262551,40219,FOOD SERVICE,38.1415000,-85.6708000,2017-02-01,100
76557,1245899,40213,SUPERMARKET WITH PROCESSING,38.1720000,-85.6861000,2016-11-22,100
76558,1195764,40272,SPECIALTY RETAIL,38.1184000,-85.8433000,2016-05-23,99
76565,1221209,40205,MOBILE RETAIL UNIT,38.2300000,-85.7037000,2016-08-13,100
76566,1193862,40205,MOBILE RETAIL UNIT,38.2300000,-85.7037000,2016-05-14,100
76922,1180973,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0858000,-85.8811000,2016-03-23,95
76922,1180974,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0858000,-85.8811000,2016-03-23,91
76922,1235638,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0858000,-85.8811000,2016-10-17,94
76922,1235639,40272,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.0858000,-85.8811000,2016-10-17,94
76925,1191544,40245,FOOD SERVICE,38.2898000,-85.5093000,2016-05-09,94
76927,1176813,40207,FOOD SERVICE,38.2338000,-85.6363000,2016-03-03,98
76927,1239291,40207,FOOD SERVICE,38.2338000,-85.6363000,2016-10-31,96
76928,1242204,40218,MOBILE RESTRICTED CONCESSION,38.2023000,-85.6564000,2016-11-07,100
76931,1174976,40118,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.0970000,-85.7387000,2016-02-25,98
76931,1230256,40118,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.0970000,-85.7387000,2016-09-26,99
76934,1211632,40217,FOOD SERVICE,38.2053000,-85.7359000,2016-07-19,90
76934,1252119,40217,FOOD SERVICE,38.2053000,-85.7359000,2016-12-16,91
76935,1215788,40299,FOOD SERVICE,38.1879000,-85.5193000,2016-08-03,99
76935,1259545,40299,FOOD SERVICE,38.1879000,-85.5193000,2017-01-20,100
76936,1181253,40258,FOOD SERVICE,38.1517000,-85.8360000,2016-03-23,97
76936,1237105,40258,FOOD SERVICE,38.1517000,-85.8360000,2016-10-21,95
76939,1224487,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2679000,-85.5781000,2016-09-06,99
76939,1263999,40223,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2679000,-85.5781000,2017-02-07,97
76940,1188541,40207,FOOD SERVICE,38.2529000,-85.6606000,2016-04-26,100
76940,1252955,40207,FOOD SERVICE,38.2529000,-85.6606000,2016-12-20,100
76955,1201216,40228,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1587000,-85.6603000,2016-06-13,100
76955,1262546,40228,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1587000,-85.6603000,2017-02-01,98
76958,1202757,40118,FOOD SERVICE,38.1041000,-85.7582000,2016-06-17,96
76958,1249923,40118,FOOD SERVICE,38.1041000,-85.7582000,2016-12-09,96
76959,1230717,40258,SCHOOL CAFETERIA OR FOOD SERVICE,38.1430000,-85.8365000,2016-09-28,100
77053,1202181,40272,FOOD SERVICE,38.1016630,-85.8670390,2016-06-15,96
77053,1251867,40272,FOOD SERVICE,38.1016630,-85.8670390,2016-12-15,97
77057,1235517,40202,MOBILE RETAIL UNIT,38.2300000,-85.7037000,2016-07-30,100
77058,1237308,40206,PRE-PACKAGED RETAIL,38.2531000,-85.6612000,2016-10-24,98
77061,1177527,40292,FOOD SERVICE,38.2181000,-85.7552000,2016-03-08,89
77061,1182544,40292,FOOD SERVICE,38.2181000,-85.7552000,2016-03-22,98
77062,1189782,40202,FOOD SERVICE,38.2484640,-85.7562600,2016-05-02,90
77062,1255537,40202,FOOD SERVICE,38.2484640,-85.7562600,2017-01-04,95
77063,1213507,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1438000,-85.6724000,2016-07-18,97
77063,1213508,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1438000,-85.6724000,2016-07-18,95
77063,1265315,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1438000,-85.6724000,2017-02-10,100
77063,1265316,40219,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.1438000,-85.6724000,2017-02-10,100
77067,1178705,40219,SUPERMARKET WITH PROCESSING,38.1635000,-85.6784000,2016-03-10,95
77067,1220418,40219,SUPERMARKET WITH PROCESSING,38.1635000,-85.6784000,2016-08-17,97
77068,1180959,40213,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1730000,-85.7118000,2016-03-23,97
77068,1229358,40213,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.1730000,-85.7118000,2016-09-22,98
77070,1198717,40218,FOOD SERVICE,38.2059000,-85.6658000,2016-06-02,100
77070,1242412,40218,FOOD SERVICE,38.2059000,-85.6658000,2016-11-08,93
77104,1242219,40258,SUPERMARKET WITH PROCESSING,38.1444000,-85.8726000,2016-11-07,98
77105,1180245,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1567000,-85.7130000,2016-03-21,95
77105,1180246,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1567000,-85.7130000,2016-03-21,97
77105,1239215,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1567000,-85.7130000,2016-10-31,96
77105,1239216,40213,"RETAIL-FOOD  10,000 SQ FT OR LESS",38.1567000,-85.7130000,2016-10-31,98
77107,1221948,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.3170000,-85.5729000,2016-08-25,100
77107,1221949,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.3170000,-85.5729000,2016-08-25,100
77107,1261719,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.3170000,-85.5729000,2017-01-30,100
77107,1261720,40241,"RETAIL-FOOD  10,001 SQ FT OR OVER",38.3170000,-85.5729000,2017-01-30,100
77108,1174931,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2474000,-85.7981000,2016-02-25,100
77108,1223142,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2474000,-85.7981000,2016-08-30,100
77108,1257563,40211,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,38.2474000,-85.7981000,2017-01-11,98
77278,1239211,40208,PRE-PACKAGED RETAIL,38.1981000,-85.7837000,2016-10-31,96
77279,1212325,40272,FOOD SERVICE,38.1092000,-85.8651000,2016-07-20,98
77279,1258385,40272,FOOD SERVICE,38.1092000,-85.8651000,2017-01-17,96
77291,1244111,40204,PRE-PACKAGED RETAIL,38.2349000,-85.7274000,2016-11-16,100
77292,1234809,40222,FOOD SERVICE,38.2526000,-85.5803000,2016-10-11,99
77293,1179763,40222,FOOD SERVICE,38.2513000,-85.5810000,2016-03-17,98
77293,1228466,40222,FOOD SERVICE,38.2513000,-85.5810000,2016-09-20,98
77294,1175251,40207,FOOD SERVICE,38.1500000,-85.3750000,2016-02-26,96
77294,1232161,40207,FOOD SERVICE,38.1500000,-85.3750000,2016-09-29,98
77295,1189836,40207,FOOD SERVICE,38.2521000,-85.6609000,2016-05-02,100
77295,1252444,40207,FOOD SERVICE,38.2521000,-85.6609000,2016-12-19,100
77302,1257831,40229,SUPERMARKET WITH PROCESSING,38.0850000,-85.6703000,2017-01-12,100
77349,1260607,40299,SUPERMARKET WITH PROCESSING,38.1986600,-85.5924209,2017-01-25,100
77404,1236165,40213,FOOD SERVICE,38.2120540,-85.7196260,2016-10-18,97
77405,1209569,40222,FOOD SERVICE,38.2390000,-85.5760000,2016-07-11,97
77405,1259769,40222,FOOD SERVICE,38.2390000,-85.5760000,2017-01-23,100
77407,1205064,40219,SUPERMARKET WITH PROCESSING,38.1386541,-85.6578050,2016-06-23,98
77580,1216828,40241,FOOD SERVICE,38.3116000,-85.5736000,2016-08-08,97
77580,1257102,40241,FOOD SERVICE,38.3116000,-85.5736000,2017-01-10,96
77581,1187838,40208,CATERERS,38.2298000,-85.7656000,2016-04-21,96
77581,1255538,40208,CATERERS,38.2298000,-85.7656000,2017-01-04,94
77586,1229653,40207,FOOD SERVICE,38.2510000,-85.6249000,2016-09-22,96
77586,1262511,40207,FOOD SERVICE,38.2510000,-85.6249000,2017-02-01,100
77591,1216798,40207,FOOD SERVICE,38.2525000,-85.6529000,2016-08-08,98
77591,1261663,40207,FOOD SERVICE,38.2525000,-85.6529000,2017-01-30,98
